sentence,labels
Sakula calls cmd.exe to run various DLL files via rundll32.,['T1218.011']
Sakula contains UAC bypass code for both 32- and 64-bit systems.,['T1548.002']
Sakula encodes C2 traffic with single-byte XOR keys.,['T1573.001']
Sakula has the capability to download files.,['T1105']
"Sakula uses DLL side-loading, typically using a digitally signed sample of Kaspersky Anti-Virus (AV) 6.0 for Windows Workstations or McAfee's Outlook Scan About Box to load malicious DLL files.",['T1574.002']
Sakula uses HTTP for C2.,['T1071.001']
SamSam has been seen deleting its own files and payloads to make analysis of the attack more difficult.,['T1070.004']
SamSam uses custom batch scripts to execute some of its components.,['T1059.003']
Samurai can create a service at HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\SvcHost to trigger execution and maintain persistence.,['T1543.003']
Samurai can encrypt C2 communications with AES.,['T1573.001']
"Samurai can encrypt the names of requested APIs and deliver its final payload as a compressed, encrypted and base64 encoded blob.",['T1027']
Samurai can leverage an exfiltration module to download arbitrary files from compromised machines.,['T1005']
Samurai can query SOFTWARE\Microsoft\.NETFramework\policy\v2.0 for discovery.,['T1012']
Samurai can use a .NET HTTPListener class to receive and handle HTTP POST requests.,['T1071.001']
Samurai can use a proxy module to forward TCP packets to external hosts.,['T1095']
Samurai can use a remote command module for execution via the Windows command line.,['T1059.003']
Samurai can use a specific module for file enumeration.,['T1083']
Samurai has been used to deploy other malware including Ninja.,['T1105']
Samurai has created the directory %COMMONPROGRAMFILES%\Microsoft Shared\wmi\ to contain DLLs for loading successive stages.,['T1036.005']
Samurai has the ability to call Windows APIs.,['T1106']
Samurai has the ability to proxy connections to specified remote IPs and ports through a a proxy module.,['T1090']
"Sandworm Team exploits public-facing applications for initial access and to acquire infrastructure, such as exploitation of the EXIM mail transfer agent in Linux systems.",['T1190']
Sandworm Team has avoided detection by naming a malicious binary explorer.exe.,['T1036.005']
Sandworm Team has collected the username from a compromised host.,['T1033']
Sandworm Team has delivered malicious Microsoft Office attachments via spearphishing emails.,['T1566.001']
Sandworm Team has enumerated files on a compromised host.,['T1083']
"Sandworm Team has exfiltrated internal documents, files, and other data from compromised hosts.",['T1005']
"Sandworm Team has pushed additional malicious tools onto an infected system to steal user credentials, move laterally, and destroy data.",['T1105']
Sandworm Team has sent system information to its C2 server using HTTP.,['T1041']
Sandworm Team has tricked unwitting recipients into clicking on spearphishing attachments and enabling malicious macros embedded within files.,['T1204.002']
Sandworm Team has used Base64 encoding within malware variants.,['T1027']
Sandworm Team has used Impacket’s WMIexec module for remote code execution and VBScript to run WMI queries.,['T1047']
Sandworm Team has used a keylogger to capture keystrokes by using the SetWindowsHookEx function.,['T1056.001']
Sandworm Team has used backdoors that can delete files used in an attack from an infected system.,['T1070.004']
"Sandworm Team has used its plainpwd tool, a modified version of Mimikatz, and comsvcs.dll to dump Windows credentials from system memory.",['T1003.001']
Sandworm Team has used move to transfer files to a network share and has copied payloads--such as Prestige ransomware--to an Active Directory Domain Controller and distributed via the Default Domain Group Policy Object.,['T1570']
Sandworm Team has used remote administration tools or remote industrial control system client software for execution and to maliciously release electricity breakers.,['T1219']
Sandworm Team has used the commercially available tool RemoteExec for agentless remote code execution.,['T1072']
Sandworm Team have used previously acquired legitimate credentials prior to attacks.,['T1078']
Sandworm Team used a backdoor to enumerate information about the infected system's operating system.,['T1082']
Sandworm Team used a backdoor which could execute a supplied DLL using rundll32.exe.,['T1218.011']
"Sandworm Team's BCS-server tool can create an internal proxy server to redirect traffic from the adversary-controlled C2 to internal servers which may not be connected to the internet, but are interconnected locally.",['T1090']
Sandworm Team's BCS-server tool connects to the designated C2 server via HTTP.,['T1071.001']
Sandworm Team's VBS backdoor can decode Base64-encoded data and save it to the %TEMP% folder. The group also decrypted received information using the Triple DES algorithm and decompresses it using GZip.,['T1140']
Sardonic can communicate with actor-controlled C2 servers by using a custom little-endian binary protocol.,['T1095']
Sardonic can first decrypt with the RC4 algorithm using a hardcoded decryption key before decompressing.,['T1140']
Sardonic can use WMI to execute PowerShell commands on a compromised machine.,['T1047']
Sardonic can use certain ConfuserEx features for obfuscation and can be encoded in a base64 string.,['T1027']
Sardonic has the ability to call Win32 API functions to determine if powershell.exe is running.,['T1106']
Sardonic has the ability to collect data from a compromised machine to deliver to the attacker.,['T1005']
"Sardonic has the ability to collect the computer name, CPU manufacturer name, and C:\ drive serial number from a compromised machine. Sardonic also has the ability to execute the ver and systeminfo commands.",['T1082']
Sardonic has the ability to execute the ipconfig command.,['T1016']
Sardonic has the ability to execute the tasklist command.,['T1057']
Sardonic has the ability to run cmd.exe or other interactive processes on a compromised computer.,['T1059.003']
Sardonic has the ability to upload additional malicious files to a compromised machine.,['T1105']
Sardonic has the ability to use an RC4 key to encrypt communications to and from actor-controlled C2 servers.,['T1573.001']
"Scattered Spider Spider enumerates a target organization for files and directories of interest, including source code.",['T1083']
Scattered Spider Spider searches for credential storage documentation on a compromised host.,['T1552.001']
Scattered Spider has deployed a malicious kernel driver through exploitation of CVE-2015-2291 in the Intel Ethernet diagnostics driver for Windows (iqvw64.sys).,['T1068']
SeaDuke C2 traffic has been encrypted with RC4 and AES.,['T1573.001']
"SeaDuke can securely delete files, including deleting itself from the victim.",['T1070.004']
SeaDuke is capable of executing commands.,['T1059.003']
SeaDuke is capable of persisting via the Registry Run key or a .lnk file stored in the Startup directory.,['T1547.001']
SeaDuke is capable of uploading and downloading files.,['T1105']
SeaDuke uses HTTP and HTTPS for C2.,['T1071.001']
Seasalt creates a Registry entry to ensure infection after reboot under HKLM\Software\Microsoft\Windows\currentVersion\Run.,['T1547.001']
Seasalt has a command to delete a specified file.,['T1070.004']
Seasalt has a command to download additional files.,['T1105']
Seasalt has a command to perform a process listing.,['T1057']
Seasalt has the capability to identify the drive type on a victim.,['T1083']
Seasalt is capable of installing itself as a service.,['T1543.003']
Seasalt uses HTTP for C2 communications.,['T1071.001']
Seasalt uses cmd.exe to create a reverse shell on the infected endpoint.,['T1059.003']
SecretsDump and Mimikatz modules within Impacket can perform credential dumping to obtain account and password information.,['T1003.001']
ServHelper can execute shell commands against cmd.,['T1059.003']
ServHelper contains a module for downloading and executing DLLs that leverages rundll32.exe.,['T1218.011']
ServHelper contains modules that will use schtasks to carry out malicious operations.,['T1053.005']
ServHelper has a module to delete itself from the infected machine.,['T1070.004']
ServHelper has commands for adding a remote desktop user and sending RDP traffic to the attacker through a reverse SSH tunnel.,['T1021.001']
ServHelper may attempt to establish persistence via the HKCU\Software\Microsoft\Windows\CurrentVersion\Run\ run key.,['T1547.001']
ServHelper may download additional files to execute.,['T1105']
ServHelper uses HTTP for C2.,['T1071.001']
ServHelper will attempt to enumerate Windows version and system architecture.,['T1082']
ServHelper will attempt to enumerate the username of the victim.,['T1033']
Seth-Locker can execute commands via the command line shell.,['T1059.003']
Seth-Locker has the ability to download and execute files on a compromised host.,['T1105']
Several Ke3chang backdoors achieved persistence by adding a Run key.,['T1547.001']
"Several Lazarus Group malware families collect information on the type and version of the victim OS, as well as the victim computer name and CPU information. A Destover-like variant used by Lazarus Group also collects disk space information and sends it to its C2 server.",['T1082']
Several Lazarus Group malware families encrypt C2 traffic using custom code that uses XOR with an ADD operation and XOR with a SUB operation. Another Lazarus Group malware sample XORs C2 traffic. Other Lazarus Group malware uses Caracachs encryption to encrypt C2 payloads. Lazarus Group has also used AES to encrypt C2 traffic.,['T1573.001']
Several Lazarus Group malware families gather a list of running processes on a victim system and send it to their C2 server. A Destover-like variant used by Lazarus Group also gathers process times.,['T1057']
Several Lazarus Group malware families install themselves as new services.,['T1543.003']
Several tools used by Suckfly have been command-line driven.,['T1059.003']
ShadowPad can modify the Registry to store and maintain a configuration block and virtual file system.,['T1112']
ShadowPad communicates over HTTP to retrieve a string that is decoded into a C2 server URL.,['T1071.001']
ShadowPad has collected the PID of a malicious process.,['T1057']
ShadowPad has collected the domain name of the victim system.,['T1016']
ShadowPad has collected the username of the victim system.,['T1033']
ShadowPad has decrypted a binary blob to start execution.,['T1140']
"ShadowPad has discovered system information including memory status, CPU frequency, OS versions, and volume serial numbers.",['T1082']
ShadowPad has downloaded code from a C2 server.,['T1105']
"ShadowPad has encrypted its payload, a virtual file system, and various files.",['T1027']
ShadowPad has injected an install module into a newly created process.,['T1055']
ShadowPad has used UDP for C2 communications.,['T1095']
Shamoon attempts to copy itself to remote machines on the network.,['T1570']
Shamoon attempts to disable UAC remote restrictions by modifying the Registry.,['T1548.002']
Shamoon can download an executable to run on the victim.,['T1105']
Shamoon contains base64-encoded strings.,['T1027']
Shamoon copies an executable payload to the target system by using SMB/Windows Admin Shares and then scheduling an unnamed task to execute the malware.,['T1053.005']
"Shamoon creates a new service named “ntssrv” to execute the payload. Newer versions create the ""MaintenaceSrv"" and ""hdv_725x"" services.",['T1543.003']
Shamoon creates a new service named “ntssrv” to execute the payload. Shamoon can also spread via PsExec.,['T1569.002']
Shamoon decrypts ciphertext using an XOR cipher and a base64-encoded string.,['T1140']
Shamoon has used HTTP for C2.,['T1071.001']
Shamoon obtains the target's IP address and local network segment.,['T1016']
Shamoon obtains the victim's operating system version and keyboard layout and sends the information to the C2 server.,['T1082']
Shamoon queries several Registry keys to identify hard disk partitions to overwrite.,['T1012']
Shark  can download additional files from its C2 via HTTP or DNS.,['T1105']
Shark binaries have been named audioddg.pdb and Winlangdb.pdb in order to appear legitimate.,['T1036.005']
Shark can collect the GUID of a targeted machine.,['T1082']
Shark can delete files downloaded to the compromised host.,['T1070.004']
Shark can extract and decrypt downloaded .zip files.,['T1140']
Shark can query HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography MachineGuid to retrieve the machine GUID.,['T1012']
Shark can upload files to its C2.,['T1005']
Shark has the ability to upload files from the compromised host over a DNS or HTTP C2 channel.,['T1041']
Shark has the ability to use CMD to execute commands.,['T1059.003']
Shark has the ability to use HTTP in C2 communications.,['T1071.001']
SharpDisco can create scheduled tasks to execute reverse shells that read and write data to and from specified SMB shares.,['T1053.005']
SharpDisco can identify recently opened files by using an LNK format parser to extract the original file path from LNK files found in either %USERPROFILE%\Recent (Windows XP) or %APPDATA%\Microsoft\Windows\Recent (newer Windows versions) .,['T1083']
SharpDisco can leverage Native APIs through plugins including GetLogicalDrives.,['T1106']
SharpDisco can load a plugin to exfiltrate stolen files to SMB shares also used in C2.,['T1041']
SharpDisco can use a plugin to enumerate system drives.,['T1082']
SharpDisco can use cmd.exe to execute plugins and to send command output to  specified SMB shares.,['T1059.003']
SharpDisco has been used to download a Python interpreter to C:\Users\Public\WinTN\WinTN.exe as well as other plugins from external sources.,['T1105']
SharpDisco has dropped a recent-files stealer plugin to C:\Users\Public\WinSrcNT\It11.exe.,['T1005']
SharpStage can execute arbitrary commands with the command line.,['T1059.003']
SharpStage can use WMI for execution.,['T1047']
SharpStage has a persistence component to write a scheduled task for the payload.,['T1053.005']
SharpStage has checked the system settings to see if Arabic is the configured language.,['T1082']
SharpStage has decompressed data received from the C2 server.,['T1140']
SharpStage has the ability to capture the victim's screen.,['T1113']
SharpStage has the ability to create persistence for the malware using the Registry autorun key and startup folder.,['T1547.001']
SharpStage has the ability to download and execute additional payloads via a DropBox API.,['T1105']
ShimRat can be issued a command shell function from the C2.,['T1059.003']
ShimRat can download additional files.,['T1105']
ShimRat can list directories.,['T1083']
"ShimRat can uninstall itself from compromised hosts, as well create and modify directories, delete, move, copy, and rename files.",['T1070.004']
ShimRat communicated over HTTP and HTTPS with C2 servers.,['T1071.001']
ShimRat has been delivered as a package that includes compressed DLL and shellcode payloads within a .dat file.,['T1027']
ShimRat has decompressed its core DLL using shellcode once an impersonated antivirus component was running on a system.,['T1140']
ShimRat has hijacked the cryptbase.dll within migwiz.exe to escalate privileges. This prevented the User Access Control window from appearing.,['T1548.002']
ShimRat has installed a Windows service to maintain persistence on victim machines.,['T1543.003']
ShimRat has installed a registry based start-up key HKCU\Software\microsoft\windows\CurrentVersion\Run to maintain persistence should other methods fail.,['T1547.001']
ShimRat has registered two registry keys for shim databases.,['T1112']
ShimRat has the capability to upload collected files to a C2.,['T1005']
ShimRat has used Windows API functions to install the service and shim.,['T1106']
ShimRatReporter communicated over HTTP with preconfigured C2 servers.,['T1071.001']
ShimRatReporter encrypted gathered information with a combination of shifting and XOR using a static key.,['T1027']
"ShimRatReporter gathered the local proxy, domain, IP, routing tables, mac address, gateway, DNS servers, and DHCP status information from an infected host.",['T1016']
ShimRatReporter gathered the operating system name and specific Windows version of an infected machine.,['T1082']
ShimRatReporter had the ability to download additional payloads.,['T1105']
ShimRatReporter listed all running processes on the machine.,['T1057']
ShimRatReporter sent generated reports to the C2 via HTTP POST requests.,['T1041']
"ShimRatReporter spoofed itself as AlphaZawgyl_font.exe, a specialized Unicode font.",['T1036.005']
ShimRatReporter used several Windows API functions to gather information from the infected system.,['T1106']
Sibot can decrypt data received from a C2 and save to a file.,['T1140']
Sibot can download and execute a payload onto a compromised system.,['T1105']
Sibot checked if the compromised system is configured to use proxies.,['T1016']
Sibot communicated with its C2 server via HTTP GET requests.,['T1071.001']
Sibot has been executed via a scheduled task.,['T1053.005']
Sibot has downloaded a DLL to the C:\windows\system32\drivers\ folder and renamed it with a .sys extension.,['T1036.005']
Sibot has executed downloaded DLLs with rundll32.exe.,['T1218.011']
Sibot has modified the Registry to install a second-stage script in the HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\sibot.,['T1112']
Sibot has queried the registry for proxy server information.,['T1012']
Sibot has used WMI to discover network connections and configurations. Sibot has also used the Win32_Process class to execute a malicious DLL.,['T1047']
Sibot will delete itself if a certain server response is received.,['T1070.004']
SideCopy has attempted to lure victims into clicking on malicious embedded archive files sent via spearphishing campaigns.,['T1204.002']
SideCopy has delivered trojanized executables via spearphishing emails that contacts actor-controlled servers to download malicious payloads.,['T1105']
SideCopy has executed malware by calling the API function CreateProcessW.,['T1106']
SideCopy has identified the IP address of a compromised host.,['T1016']
SideCopy has identified the OS version of a compromised host.,['T1082']
SideCopy has sent spearphishing emails with malicious hta file attachments.,['T1566.001']
"SideCopy has used a legitimate DLL file name, Duser.dll to disguise a malicious remote access tool.",['T1036.005']
SideCopy has used a malicious loader DLL file to execute the credwiz.exe process and side-load the malicious payload Duser.dll.,['T1574.002']
SideCopy uses a loader DLL file to collect AV product names from an infected host.,['T1518.001']
SideTwist can collect the computer name of a targeted system.,['T1082']
SideTwist can collect the username on a targeted system.,['T1033']
SideTwist can decode and decrypt messages received from C2.,['T1140']
SideTwist can encrypt C2 communications with a randomly generated key.,['T1573.001']
SideTwist can execute shell commands on a compromised host.,['T1059.003']
"SideTwist can use GetUserNameW, GetComputerNameW, and GetComputerNameExW to gather information.",['T1106']
SideTwist has exfiltrated data over its C2 channel.,['T1041']
SideTwist has the ability to collect the domain name on a compromised host.,['T1016']
SideTwist has the ability to download additional files.,['T1105']
SideTwist has the ability to search for specific files.,['T1083']
SideTwist has the ability to upload files from a compromised host.,['T1005']
SideTwist has used HTTP GET and POST requests over port 443 for C2.,['T1071.001']
Sidewinder has added paths to executables in the Registry to establish persistence.,['T1547.001']
Sidewinder has collected stolen files in a temporary folder in preparation for exfiltration.,['T1074.001']
Sidewinder has lured targets to click on malicious files to gain execution in the target environment.,['T1204.002']
Sidewinder has named malicious files rekeywiz.exe to match the name of a legitimate Windows executable.,['T1036.005']
Sidewinder has sent e-mails with malicious attachments often crafted for specific targets.,['T1566.001']
Sidewinder has used DLL side-loading to drop and execute malicious payloads including the hijacking of the legitimate Windows application file rekeywiz.exe.,['T1574.002']
Sidewinder has used HTTP in C2 communications.,['T1071.001']
Sidewinder has used LNK files to download remote files to the victim's network.,['T1105']
Sidewinder has used malware to collect information on files and directories.,['T1083']
"Sidewinder has used malware to collect information on network interfaces, including the MAC address.",['T1016']
Sidewinder has used the Windows service winmgmts:\.\root\SecurityCenter2 to check installed antivirus products.,['T1518.001']
"Sidewinder has used tools to collect the computer name, OS version, installed hotfixes, as well as information regarding the memory and processor on a compromised host.",['T1082']
Sidewinder has used tools to identify running processes on the victim's machine.,['T1057']
Sidewinder has used tools to identify the user of a compromised host.,['T1033']
Silence attempts to get users to launch malicious attachments delivered via spearphishing emails.,['T1204.002']
Silence can capture victim screen activity.,['T1113']
"Silence can create, delete, or modify a specified Registry key or value.",['T1112']
"Silence has deleted artifacts, including scheduled tasks, communicates files from the C2 and other logs.",['T1070.004']
Silence has downloaded additional modules and malware to victim’s machines.,['T1105']
Silence has injected a DLL library containing a Trojan into the fwmain32.exe process.,['T1055']
"Silence has leveraged the Windows API, including using CreateProcess() or ShellExecute(), to perform a variety of tasks.",['T1106']
"Silence has named its backdoor ""WINWORD.exe"".",['T1036.005']
"Silence has sent emails with malicious DOCX, CHM, LNK and ZIP attachments. ",['T1566.001']
"Silence has used HKCU\Software\Microsoft\Windows\CurrentVersion\Run, HKLM\Software\Microsoft\Windows\CurrentVersion\Run, and the Startup folder to establish persistence.",['T1547.001']
"Silence has used RAdmin, a remote software tool used to remotely control workstations and ATMs.",['T1072']
Silence has used RDP for lateral movement.,['T1021.001']
Silence has used Windows command-line to run commands.,['T1059.003']
Silence has used Winexe to install a service on the remote system.,['T1569.002']
Silence has used compromised credentials to log on to other systems and escalate privileges.,['T1078']
Silence has used scheduled tasks to stage its operation.,['T1053.005']
Silence has used the Farse6.1 utility (based on Mimikatz) to extract credentials from lsass.exe.,['T1003.001']
Silent Librarian has used compromised credentials to obtain unauthorized access to online accounts.,['T1078']
Siloscape can run cmd through an IRC channel.,['T1059.003']
Siloscape has decrypted the password of the C2 server with a simple byte by byte XOR. Siloscape also writes both an archive of Tor and the unzip binary to disk from data embedded within the payload using Visual Studio’s Resource Manager.,['T1140']
Siloscape has leveraged a vulnerability in Windows containers to perform an Escape to Host.,['T1068']
Siloscape is executed after the attacker gains initial access to a Windows container using a known vulnerability.,['T1190']
Siloscape itself is obfuscated and uses obfuscated API calls.,['T1027']
Siloscape makes various native API calls.,['T1106']
Siloscape searches for the Kubernetes config file and other related files using a regular expression.,['T1083']
SilverTerrier uses HTTP for C2 communications.,['T1071.001']
Skidmap has checked for the existence of specific files including /usr/sbin/setenforce and  /etc/selinux/config. It also has the ability to monitor the cryptocurrency miner file and process. ,['T1083']
Skidmap has created a fake rm binary to replace the legitimate Linux binary.,['T1036.005']
Skidmap has monitored critical processes to ensure resiliency.,['T1057']
Skidmap has the ability to check if /usr/sbin/setenforce exists. This file controls what mode SELinux is in.,['T1518.001']
Skidmap has the ability to check whether the infected system’s OS is Debian or RHEL/CentOS to determine which cryptocurrency miner it should use.,['T1082']
Skidmap has the ability to download files on an infected host.,['T1105']
"Skidmap has the ability to download, unpack, and decrypt tar.gz files .",['T1140']
Skidmap has the ability to set SELinux to permissive mode.,['T1562.001']
Sliver can enumerate files on a target system.,['T1083']
Sliver can exfiltrate files from the victim using the download command.,['T1041']
Sliver can inject code into local and remote processes.,['T1055']
Sliver can take screenshots of the victim’s active display.,['T1113']
Sliver can upload files from the C2 server to the victim machine using the upload command.,['T1105']
Sliver can use AES-GCM-256 to encrypt a session key for C2 message exchange.,['T1573.001']
Sliver has the ability to gather network configuration information.,['T1016']
Sliver has the ability to support C2 communications over HTTP/S.,['T1071.001']
Small Sieve can contact actor-controlled C2 servers by using the Telegram API over HTTPS.,['T1071.001']
Small Sieve can obtain the IP address of a victim host.,['T1016']
Small Sieve can obtain the id of a logged in user.,['T1033']
Small Sieve can use cmd.exe to execute commands on a victim's system.,['T1059.003']
"Small Sieve can use variations of Microsoft and Outlook spellings, such as ""Microsift"", in its file names to avoid detection.",['T1036.005']
Small Sieve has the ability to add itself to HKCU\Software\Microsoft\Windows\CurrentVersion\Run\OutlookMicrosift for persistence.,['T1547.001']
Small Sieve has the ability to download files.,['T1105']
Small Sieve has the ability to use a custom hex byte swapping encoding scheme combined with an obfuscated Base64 function to protect program strings and Telegram credentials.,['T1027']
Smoke Loader adds a Registry Run key for persistence and adds a script in the Startup folder to deploy the payload.,['T1547.001']
Smoke Loader deobfuscates its code.,['T1140']
Smoke Loader downloads a new version of itself once it has installed. It also downloads additional plugins.,['T1105']
Smoke Loader injects into the Internet Explorer process.,['T1055']
Smoke Loader launches a scheduled task.,['T1053.005']
Smoke Loader recursively searches through directories for files.,['T1083']
Smoke Loader searches for files named logins.json to parse for credentials.,['T1552.001']
Smoke Loader uses HTTP for C2.,['T1071.001']
Snip3 can create a VBS file in startup to persist after system restarts.,['T1547.001']
Snip3 can decode its second-stage PowerShell script prior to execution.,['T1140']
Snip3 can download additional payloads to compromised systems.,['T1105']
Snip3 can gain execution through the download of visual basic files.,['T1204.002']
Snip3 can query the WMI class Win32_ComputerSystem to gather information.,['T1047']
Snip3 has been delivered to victims through malicious e-mail attachments.,['T1566.001']
Snip3 has the ability to obfuscate strings using XOR encryption.,['T1027']
Snip3 has the ability to query Win32_ComputerSystem for system information. ,['T1082']
SocGholish can download additional malware to infected hosts.,['T1105']
SocGholish can list processes on targeted hosts.,['T1057']
SocGholish can send output from whoami to a local temp file using the naming convention rad<5-hex-chars>.tmp.,['T1074.001']
SocGholish can use whoami to obtain the username from a compromised host.,['T1033']
SocGholish has been named AutoUpdater.js to mimic legitimate update files.,['T1036.005']
SocGholish has the ability to enumerate system information including the victim computer name.,['T1082']
"SocGholish has the ability to enumerate the domain name of a victim, as well as if the host is a member of an Active Directory domain.",['T1016']
SocGholish has used WMI calls for script execution and system profiling.,['T1047']
Socksbot can list all running processes.,['T1057']
Socksbot can start SOCKS proxy threads.,['T1090']
Socksbot can take screenshots.,['T1113']
SodaMaster can enumerate the host name and OS version on a target system.,['T1082']
SodaMaster can identify the username on a compromised host.,['T1033']
SodaMaster can search a list of running processes.,['T1057']
"SodaMaster can use ""stackstrings"" for obfuscation.",['T1027']
SodaMaster can use RC4 to encrypt C2 communications.,['T1573.001']
SodaMaster can use RegOpenKeyW to access the Registry.,['T1106']
SodaMaster has the ability to download additional payloads from C2 to the targeted system.,['T1105']
SodaMaster has the ability to query the Registry to detect a key specific to VMware.,['T1012']
"SombRAT can encrypt strings with XOR-based routines and use a custom AES storage format for plugins, configuration, C2 domains, and harvested data.",['T1027']
SombRAT can execute enum to enumerate files in storage on a compromised system.,['T1083']
SombRAT can execute getinfo  to identify the username on a compromised host.,['T1033']
SombRAT can execute getinfo to enumerate the computer name and OS version of a compromised system.,['T1082']
SombRAT can run upload to decrypt and upload files from storage.,['T1140']
SombRAT can store harvested data in a custom database under the %TEMP% directory.,['T1074.001']
SombRAT can use the getprocesslist command to enumerate processes on a compromised host.,['T1057']
SombRAT has collected data and files from a compromised host.,['T1005']
SombRAT has encrypted its C2 communications with AES.,['T1573.001']
SombRAT has the ability to download and execute additional payloads.,['T1105']
SombRAT has the ability to respawn itself using ShellExecuteW and CreateProcessW.,['T1106']
SombRAT has the ability to run cancel or closeanddeletestorage to remove all files from storage and delete the storage temp file on a compromised host.,['T1070.004']
SombRAT has the ability to use TCP sockets to send data and ICMP to ping the C2 server.,['T1095']
SombRAT has the ability to use an embedded SOCKS proxy in C2 communications.,['T1090']
SombRAT has uploaded collected data and files from a compromised host to its C2 server.,['T1041']
Some Felismus samples use a custom encryption method for C2 traffic that utilizes AES and multiple keys.,['T1573.001']
Some InnaputRAT variants create a new Windows service to establish persistence.,['T1543.003']
Some InnaputRAT variants establish persistence by modifying the Registry key HKU\\Software\Microsoft\Windows\CurrentVersion\Run:%appdata%\NeutralApp\NeutralApp.exe.,['T1547.001']
"Some Orz strings are base64 encoded, such as the embedded DLL known as MockDll.",['T1027']
Some Reaver variants use HTTP for C2.,['T1071.001']
Some Reaver variants use raw TCP for C2.,['T1095']
Some SUGARDUMP variants required a user to enable a macro within a malicious .xls file for execution.,['T1204.002']
Some Sakula samples install themselves as services for persistence by calling WinExec with the net start argument.,['T1543.003']
Some Sakula samples use cmd.exe to delete temporary files.,['T1070.004']
Some SeaDuke samples have a module to extract email from Microsoft Exchange servers using compromised credentials.,['T1078']
Some variants of FakeM use SSL to communicate with C2 servers.,['T1095']
Some versions of DarkGate search for the hard-coded folder C:\Program Files\e Carte Bleue.,['T1083']
Some versions of UPPERCUT have used the hard-coded string “this is the encrypt key” for Blowfish encryption when communicating with a C2. Later versions have hard-coded keys uniquely for each C2 address.,['T1573.001']
"SoreFang can collect the TCP/IP, DNS, DHCP, and network adapter configuration on a compromised host via ipconfig.exe /all.",['T1016']
"SoreFang can collect the hostname, operating system configuration, product ID, and disk space on victim machines by executing Systeminfo.",['T1082']
SoreFang can decode and decrypt exfiltrated data sent to C2.,['T1140']
SoreFang can download additional payloads from C2.,['T1105']
SoreFang can enumerate processes on a victim machine through use of Tasklist.,['T1057']
SoreFang can gain access by exploiting a Sangfor SSL VPN vulnerability that allows for the placement and delivery of malicious update binaries.,['T1190']
SoreFang can gain persistence through use of scheduled tasks.,['T1053.005']
SoreFang can use HTTP in C2 communications.,['T1071.001']
SoreFang has the ability to encode and RC6 encrypt data sent to C2.,['T1027']
SoreFang has the ability to list directories.,['T1083']
Sowbug has used command line during its intrusions.,['T1059.003']
Sowbug has used keylogging tools.,['T1056.001']
Sowbug identified and extracted all Word documents on a server by using a command containing * .doc and *.docx. The actors also searched for documents based on a specific date range and attempted to identify all installed software on a victim.,['T1083']
"Sowbug named its tools to masquerade as Windows or Adobe Reader software, such as by using the file name adobecms.exe and the directory CSIDL_APPDATA\microsoft\security.",['T1036.005']
Sowbug obtained OS version and hardware configuration from a victim.,['T1082']
"Spark can collect the hostname, keyboard layout, and language from the system.",['T1082']
Spark can use cmd.exe to run commands.,['T1059.003']
Spark has exfiltrated data over the C2 channel.,['T1041']
Spark has run the whoami command and has a built-in command to identify the user logged in.,['T1033']
Spark has used HTTP POST requests to communicate with its C2 server to receive commands.,['T1071.001']
Spark has used a custom XOR algorithm to decrypt the payload.,['T1140']
SpeakUp deletes files to remove evidence on the machine. ,['T1070.004']
SpeakUp downloads and executes additional files from a remote server. ,['T1105']
SpeakUp uses POST and GET requests over HTTP to communicate with its main C&C server. ,['T1071.001']
SpeakUp uses the cat /proc/cpuinfo | grep -c “cpu family” 2>&1 command to gather system information. ,['T1082']
SpeakUp uses the ifconfig -a command. ,['T1016']
SpeakUp uses the whoami command. ,['T1033']
SpicyOmelette can check for the presence of 29 different antivirus tools.,['T1518.001']
SpicyOmelette can download malicious files from threat actor controlled AWS URL's.,['T1105']
SpicyOmelette can identify the IP of a compromised system.,['T1016']
SpicyOmelette can identify the system name of a compromised host.,['T1082']
SpicyOmelette has collected data and other information from a compromised host.,['T1005']
Squirrelwaffle can collect the user name from a compromised host.,['T1033']
Squirrelwaffle has been distributed via malicious Microsoft Office documents within spam emails.,['T1566.001']
Squirrelwaffle has been executed using rundll32.exe.,['T1218.011']
Squirrelwaffle has collected the victim’s external IP address.,['T1016']
Squirrelwaffle has decrypted files and payloads using a XOR-based algorithm.,['T1140']
Squirrelwaffle has downloaded and executed additional encoded payloads.,['T1105']
Squirrelwaffle has exfiltrated victim data using HTTP POST requests to its C2 servers.,['T1041']
Squirrelwaffle has gathered victim computer information and configurations.,['T1082']
Squirrelwaffle has relied on users enabling malicious macros within Microsoft Excel and Word attachments.,['T1204.002']
Squirrelwaffle has used HTTP POST requests for C2 communications.,['T1071.001']
Squirrelwaffle has used cmd.exe for execution.,['T1059.003']
SslMM creates a new thread implementing a keylogging facility using Windows Keyboard Accelerators.,['T1056.001']
SslMM identifies and kills anti-malware processes.,['T1562.001']
"SslMM sends information to its hard-coded C2, including OS version, service pack information, processor speed, system name, and OS install date.",['T1082']
SslMM sends the logged-on username to its hard-coded C2.,['T1033']
Starloader decrypts and executes shellcode from a file called Stars.jps.,['T1140']
Starloader has masqueraded as legitimate software update packages such as Adobe Acrobat Reader and Intel.,['T1036.005']
